0.000000000000000000e+00 1.213382482429156362e+00 1.000000000000000056e-01
4.016064257028112428e-01 5.354832567244744990e-01 1.000000000000000056e-01
8.032128514056224855e-01 2.432983442677975616e-01 1.000000000000000056e-01
1.204819277108433617e+00 1.057351300597294957e-01 1.000000000000000056e-01
1.606425702811244971e+00 3.865752603640768004e-02 1.000000000000000056e-01
2.008032128514056325e+00 -9.940857106874700921e-03 1.000000000000000056e-01
2.409638554216867234e+00 -6.363066753371926509e-02 1.000000000000000056e-01
2.811244979919678588e+00 -5.777620870644935014e-01 1.000000000000000056e-01
3.212851405622489942e+00 -1.519823321355021406e+00 1.000000000000000056e-01
3.614457831325301296e+00 -2.423284103620182428e+00 1.000000000000000056e-01
4.016064257028112650e+00 -2.740913642507541326e+00 1.000000000000000056e-01
4.417670682730923559e+00 -2.828992910861816146e+00 1.000000000000000056e-01
4.819277108433734469e+00 -2.415621796665369470e+00 1.000000000000000056e-01
5.220883534136546267e+00 -1.600176085735645959e+00 1.000000000000000056e-01
5.622489959839357176e+00 -8.927256204566670350e-01 1.000000000000000056e-01
6.024096385542168974e+00 -2.438133658290834727e-01 1.000000000000000056e-01
6.425702811244979884e+00 -2.629885476079133477e-01 1.000000000000000056e-01
6.827309236947790794e+00 -4.828336927443537263e-01 1.000000000000000056e-01
7.228915662650602592e+00 -8.823399309202438756e-01 1.000000000000000056e-01
7.630522088353413501e+00 -1.595103062008253358e+00 1.000000000000000056e-01
8.032128514056225299e+00 -1.872005892679309502e+00 1.000000000000000056e-01
8.433734939759036209e+00 -1.913030079338064793e+00 1.000000000000000056e-01
8.835341365461847118e+00 -1.669068333583873631e+00 1.000000000000000056e-01
9.236947791164658028e+00 -1.628898301539865479e+00 1.000000000000000056e-01
9.638554216867468938e+00 -1.190465334897345517e+00 1.000000000000000056e-01
1.004016064257028162e+01 -9.034530853816901130e-01 1.000000000000000056e-01
1.044176706827309253e+01 -7.412191235692772162e-01 1.000000000000000056e-01
1.084337349397590344e+01 -3.252212655024315224e-01 1.000000000000000056e-01
1.124497991967871435e+01 2.304148098473641770e-01 1.000000000000000056e-01
1.164658634538152526e+01 6.900457514687068361e-01 1.000000000000000056e-01
1.204819277108433795e+01 6.835282089642850112e-01 1.000000000000000056e-01
1.244979919678714886e+01 3.969854560577775193e-01 1.000000000000000056e-01
1.285140562248995977e+01 -2.097303562543194333e-04 1.000000000000000056e-01
1.325301204819277068e+01 -5.127540257014522318e-01 1.000000000000000056e-01
1.365461847389558159e+01 -8.331059806060160389e-01 1.000000000000000056e-01
1.405622489959839427e+01 -1.294689074048472666e+00 1.000000000000000056e-01
1.445783132530120518e+01 -2.074502779162707977e+00 1.000000000000000056e-01
1.485943775100401609e+01 -2.550883573588900166e+00 1.000000000000000056e-01
1.526104417670682700e+01 -2.965929081039741178e+00 1.000000000000000056e-01
1.566265060240963791e+01 -3.128732370404631702e+00 1.000000000000000056e-01
1.606425702811245060e+01 -3.020712636565080267e+00 1.000000000000000056e-01
1.646586345381525973e+01 -2.449959492205109335e+00 1.000000000000000056e-01
1.686746987951807242e+01 -1.937383096086048084e+00 1.000000000000000056e-01
1.726907630522088510e+01 -1.369042376907865899e+00 1.000000000000000056e-01
1.767068273092369424e+01 -1.038681737135428218e+00 1.000000000000000056e-01
1.807228915662650692e+01 -6.280656021496983099e-01 1.000000000000000056e-01
1.847389558232931606e+01 -5.899801393159466167e-01 1.000000000000000056e-01
1.887550200803212874e+01 -7.023499435280051717e-01 1.000000000000000056e-01
1.927710843373493788e+01 -5.205351068408941018e-01 1.000000000000000056e-01
1.967871485943775056e+01 -7.146731231377545512e-02 1.000000000000000056e-01
2.008032128514056325e+01 3.658233832432589705e-01 1.000000000000000056e-01
2.048192771084337238e+01 4.003394053811927811e-01 1.000000000000000056e-01
2.088353413654618507e+01 2.440108723183014583e-01 1.000000000000000056e-01
2.128514056224899420e+01 -3.612344965716546286e-02 1.000000000000000056e-01
2.168674698795180689e+01 -6.011219989978973111e-01 1.000000000000000056e-01
