1.324194047803691543e+00 6.081889669000082321e-01
7.301190251051310476e-01 1.320588764070373511e+00
1.851762823099323940e+00 6.412163518797480144e-01
1.631525543588838278e+00 3.201716264583479798e+00
1.553407746543499446e+00 2.385189194069636365e+00
6.105882424558305432e-01 1.083988969467031938e+00
1.629975140474160922e+00 1.455188665762273459e+00
1.980502475413907115e+00 3.937060014844472544e+00
9.834648566566170924e-01 4.159510755468367904e+00
1.911439665749993910e+00 2.398516992777988133e+00
1.517905794318391788e+00 8.225304685822026896e-01
6.526139141200519855e-01 3.097539508709026723e+00
7.248889290126699914e-01 1.399563544254137648e+00
1.671953894001501517e+00 4.910639313664619365e+00
1.628670522046969937e+00 2.220783664064835961e+00
6.597172966255087090e-01 2.170073778949187737e+00
8.992567373675466325e-01 3.354821834962947058e+00
8.918593772908578465e-01 3.019305674360356129e+00
1.412803526426714251e+00 4.687963650299913354e+00
1.937445960349752694e+00 9.906871796828833343e-01
1.364795373926012134e+00 1.995407645827187881e+00
1.258855497167067572e+00 9.222274522627056381e-01
1.033725363352398174e+00 4.806542990814944183e+00
7.136409447667493300e-01 2.281141528131038321e+00
1.740257796080171282e+00 8.933397285054750503e-01
1.866262419799989747e+00 2.010447777350891307e+00
8.527078882033001239e-01 2.599026275162063637e+00
1.750322338801032718e+00 3.557263318889532400e+00
8.027825396590652085e-01 3.991745465622555056e+00
8.392878640254776146e-01 3.350443478612545878e+00
1.301974499591513013e+00 7.505547566067716225e-01
8.065762799397518945e-01 1.085729808702908139e+00
1.485493814396463552e+00 1.594192919366026473e+00
1.765041641867050259e+00 8.749229213648751502e-01
7.486989012157281298e-01 3.850887859959178705e+00
1.025713519648118632e+00 2.276770169802794896e+00
1.238824927205105286e+00 5.889981482978888794e-01
1.351759033212702965e+00 4.607783351583876197e+00
1.599253568437883466e+00 4.261828010447391790e+00
7.065405622948145448e-01 1.881196427286625061e+00
1.821338896134371499e+00 4.858356293903359102e+00
1.995879798249478920e+00 2.513178471118659552e+00
1.419468748207808995e+00 4.960587693365052786e+00
1.320582242815149021e+00 3.585979601482632617e+00
7.921926837646305897e-01 1.826929124228224843e+00
1.930298969595779734e+00 4.746889462362417156e+00
6.891619415422514106e-01 2.881095787719541335e+00
8.968071360645566426e-01 4.080366864600785348e+00
6.692867919214521288e-01 5.996021754471958509e-01
1.670645220085631877e+00 3.998312908905187868e+00
6.116819206931349839e-01 6.149620194561087771e+01
1.224290874660429740e+00 9.580745477099632978e+01
1.479972172771711447e+00 9.113201413812474527e+01
1.163188502654405765e+00 5.310727217951193069e+01
1.766071634220409692e+00 7.553204089499158158e+01
1.050634816261933002e+00 7.792364063248169259e+01
1.617503112755049433e+00 6.723391879968562534e+01
9.219466616912905810e-01 2.408048823880480427e+01
6.877276331924115915e-01 1.438711439092854683e+01
6.865004610930107720e-01 5.720336439722036204e+01
1.340892868750359179e+00 7.092024192385294157e+01
1.207500698599295319e+00 5.738634997108941604e+01
6.984134729161757260e-01 6.944181003363424054e+01
1.291530877619462725e+00 1.169158136418944949e+01
8.301902850384144106e-01 6.967062078969298966e+01
1.290457081893933156e+00 5.889619512738827467e+01
1.920144741559942192e+00 8.744047602833218491e+01
9.869769565868302674e-01 3.023635035719375708e+01
5.430144169190245229e-01 5.600130997480088979e+01
7.859470796767549228e-01 4.763246247150772916e+01
1.943106659484433951e+00 3.581960952719477120e+01
6.589778024796593137e-01 3.455857646611005407e+01
1.430267039299934595e+00 7.798194865959941069e+01
1.175158879842299164e+00 3.446884070368561481e+01
1.412589127457204219e+00 9.075479017259451098e+01
1.188369359311642892e+00 4.089765561114500514e+01
1.751274172235742999e+00 8.428928924171300707e+01
8.487568195046212294e-01 2.523054986844547543e+01
1.282496566324942799e+00 6.574737257378602351e+01
1.534443550718661120e+00 3.006669842288359717e+01
1.248442922847041725e+00 5.061514557763307920e+01
1.060902921116627207e+00 9.816433235368080545e+01
1.986071787318679727e+00 2.029210020318985386e+01
9.290742686852527799e-01 7.714787437592718788e+01
1.861308449730050496e+00 1.251670632637384983e+01
1.544411229793417384e+00 5.647693670935777277e+01
1.417072258213000868e+00 9.011719587819645483e+01
7.868151290062150860e-01 2.319661350306266812e+01
1.547112778279990275e+00 3.700275770102693684e+01
6.345176150803208959e-01 9.574856823400492090e+01
8.584641149294731655e-01 7.150021966477298463e+01
5.677123976321813981e-01 7.106371067332652558e+01
1.285646100919727530e+00 4.641063971990431014e+01
5.096435571082957861e-01 5.176276426944060205e+01
1.414197127546129362e+00 6.073539771489347316e+00
9.418183642920953114e-01 6.736005125388726356e+01
1.322190962301319050e+00 2.025705578649888139e+01
8.818625183955187685e-01 7.872525934990589747e+01
7.882822589510272149e-01 2.743462427794960234e+01
1.861980388618779791e+00 2.841390403596483338e+01
